area,name,from_region,to_region,transition_type,direction,rule,notes
southern_outskirts,Southern Outskirts Commons West Ossex West Transition,Southern Outskirts Commons West Ossex,Southern Outskirts Commons Western Pit Room Main,SCREENS,WEST,,
southern_outskirts,Southern Outskirts Moonbath West Transition,Southern Outskirts Moonbath,Southern Outskirts Commons East Ossex,SCREENS,WEST,,
southern_outskirts,Southern Outskirts Moonbath North Area Transition,Southern Outskirts Moonbath,Eastern Hearth Bush Room,AREA_SCREENS,NORTH,,
southern_outskirts,Southern Outskirts Residence Main Exit,Southern Outskirts Residence Main,Southern Outskirts Commons Main,DOORS,SOUTH,,
southern_outskirts,Southern Outskirts Commons Residence Roof South Southern Outskirts Residence Top,Southern Outskirts Commons Residence Roof,Southern Outskirts Residence Top,GEYSER_DOWN,SOUTH,CanBurrow(),
southern_outskirts,Southern Outskirts Residence Top Stairs,Southern Outskirts Residence Top,Southern Outskirts Residence Basement,STAIRS,NORTH,,
southern_outskirts,,Southern Outskirts Residence Top,Southern Outskirts Residence Main,INTERNAL,,,
southern_outskirts,Southern Outskirts Residence Basement Stairs,Southern Outskirts Residence Basement,Southern Outskirts Residence Top,STAIRS,NORTH,,
southern_outskirts,Southern Outskirts Residence Basement South Burrow,Southern Outskirts Residence Basement,Southern Outskirts Residence Exit,BURROW,SOUTH,CanBurrow(),
southern_outskirts,,Southern Outskirts Residence Exit,Southern Outskirts Commons Main,INTERNAL,,,
southern_outskirts,Southern Outskirts Commons Southern Pit Room Main East Transition,Southern Outskirts Commons Southern Pit Room Main,Southern Outskirts Commons Main,SCREENS,EAST,,
southern_outskirts,Southern Outskirts Commons Southern Pit Room Main North Transition,Southern Outskirts Commons Southern Pit Room Main,Southern Outskirts Commons Western Pit Room Main,SCREENS,NORTH,,
southern_outskirts,Southern Outskirts Commons Southern Pit Room Roof North Transition,Southern Outskirts Commons Southern Pit Room Roof,Southern Outskirts Commons Western Pit Room Pit,SCREENS,NORTH,,
southern_outskirts,Southern Outskirts Commons Southern Pit Room Roof East Transition,Southern Outskirts Commons Southern Pit Room Roof,Southern Outskirts Commons Residence Roof,SCREENS,EAST,,
southern_outskirts,Southern Outskirts Commons Western Pit Room Main South Transition,Southern Outskirts Commons Western Pit Room Main,Southern Outskirts Commons Southern Pit Room Main,SCREENS,SOUTH,,
southern_outskirts,Southern Outskirts Commons Western Pit Room Main North Area Transition,Southern Outskirts Commons Western Pit Room Main,Western Wilds Overgrown Path,AREA_SCREENS,NORTH,,
southern_outskirts,,Southern Outskirts Commons Western Pit Room Main,Southern Outskirts Commons Western Pit Room Pit,INTERNAL,,CanJumpTiles(distance=4) | CanBurrow(),
southern_outskirts,Southern Outskirts Commons Western Pit Room Pit East Transition,Southern Outskirts Commons Western Pit Room Pit,Southern Outskirts Commons West Ossex,SCREENS,EAST,,
southern_outskirts,,Southern Outskirts Commons Western Pit Room Pit,Southern Outskirts Commons Western Pit Room Main,INTERNAL,,CanJumpTiles(distance=4),
southern_outskirts,Southern Outskirts Commons Western Pit Room Pit South Transition,Southern Outskirts Commons Western Pit Room Pit,Southern Outskirts Commons Southern Pit Room Roof,SCREENS,SOUTH,,
southern_outskirts,,Southern Outskirts Cave Network Main,Southern Outskirts Cave Network End,INTERNAL,,CanBounce(),
southern_outskirts,Southern Outskirts Cave Network Main Stairs,Southern Outskirts Cave Network Main,Southern Outskirts Commons Cave Entrance,STAIRS,NORTH,,
southern_outskirts,,Southern Outskirts Cave Network Main,Southern Outskirts Cave Network Deep,INTERNAL,,"Has(""Southern Outskirts Cave Network Kear"") & CanBounce() & CanBurrow()",
southern_outskirts,Southern Outskirts Cave Network Deep West Transition,Southern Outskirts Cave Network Deep,Southern Outskirts Cave Deep Entrance,SCREENS,WEST,,
southern_outskirts,,Southern Outskirts Cave Network Deep,Southern Outskirts Cave Network Main,INTERNAL,,"Has(""Southern Outskirts Cave Network Kear"") & CanBounce()",
southern_outskirts,,Southern Outskirts Cave Network Deep Exit,Southern Outskirts Cave Network Deep,INTERNAL,,"Has(""Southern Outskirts Cave Network Kear"") & CanBounce()",
southern_outskirts,Southern Outskirts Cave Network Deep Exit West Transition,Southern Outskirts Cave Network Deep Exit,Southern Outskirts Cave Deep Exit,SCREENS,WEST,,
southern_outskirts,,Southern Outskirts Cave Network End,Southern Outskirts Cave Network Main,INTERNAL,,,
southern_outskirts,Southern Outskirts Cave Network End Stairs,Southern Outskirts Cave Network End,Southern Outskirts Commons Upper,STAIRS,NORTH,,
southern_outskirts,Southern Outskirts Cave Deep Entrance East Transition,Southern Outskirts Cave Deep Entrance,Southern Outskirts Cave Network Deep,SCREENS,EAST,,
southern_outskirts,,Southern Outskirts Cave Deep Entrance,Southern Outskirts Cave Deep Arena,INTERNAL,,CanBurrow() & CanBounce(),
southern_outskirts,,Southern Outskirts Cave Deep Arena,Southern Outskirts Cave Deep Exit,INTERNAL,,CanBurrow() & CanBounce(),
southern_outskirts,Southern Outskirts Cave Deep Exit East Transition,Southern Outskirts Cave Deep Exit,Southern Outskirts Cave Network Deep Exit,SCREENS,EAST,,
southern_outskirts,Southern Outskirts Poppit North Burrow,Southern Outskirts Poppit,Southern Outskirts Commons Cliff,BURROW,NORTH,CanBurrow(),
southern_outskirts,Southern Outskirts Cave Network Mining Passage Entrance North Stairs,Southern Outskirts Cave Network Mining Passage Entrance Entrance,Southern Outskirts Commons Cliff,STAIRS,NORTH,,
southern_outskirts,,Southern Outskirts Cave Network Mining Passage Entrance Entrance,Southern Outskirts Mining Passage Entrance,SCREENS,SOUTH,,
southern_outskirts,Southern Outskirts Mining Passage Entrance North Transition,Southern Outskirts Mining Passage Entrance ,Southern Outskirts Cave Network Mining Passage Entrance Entrance,SCREENS,NORTH,,
southern_outskirts,,Southern Outskirts Mining Passage Entrance ,Southern Outskirts Mining Passage Entrance Main,INTERNAL,,HasVialsCount(count=2),
southern_outskirts,,Southern Outskirts Mining Passage Entrance Main,Southern Outskirts Mining Passage Entrance,INTERNAL,,,
southern_outskirts,,Southern Outskirts Mining Passage Entrance Main,Southern Outskirts Mining Passage Entrance Exit,INTERNAL,,,
southern_outskirts,Southern Outskirts Mining Passage Entrance Exit East Transition,Southern Outskirts Mining Passage Entrance Exit,Southern Outskirts Mining Passage Fence,SCREENS,EAST,,
southern_outskirts,Southern Outskirts Mining Passage Fence West Transition,Southern Outskirts Mining Passage Fence,Southern Outskirts Mining Passage Entrance Exit,SCREENS,WEST,,
southern_outskirts,Southern Outskirts Mining Passage Fence East Transition,Southern Outskirts Mining Passage Fence,Southern Outskirts Mining Passage Empty,SCREENS,EAST,CanBurrow(),
southern_outskirts,Southern Outskirts Mining Passage Empty West Transition,Southern Outskirts Mining Passage Empty,Southern Outskirts Mining Passage Fence,SCREENS,WEST,,
southern_outskirts,Southern Outskirts Mining Passage Empty North Transition,Southern Outskirts Mining Passage Empty,Southern Outskirts Mining Passage Exit,SCREENS,NORTH,,
southern_outskirts,Southern Outskirts Mining Passage Exit South Transition,Southern Outskirts Mining Passage Exit,Southern Outskirts Mining Passage Empty,SCREENS,SOUTH,,
southern_outskirts,Southern Outskirts Mining Passage Exit Stairs,Southern Outskirts Mining Passage Exit,Sandfalls Mining Outlook,STAIRS,NORTH,,
southern_outskirts,Southern Outskirts Mining Passage Exit West Burrow,Southern Outskirts Mining Passage Exit,Southern Outskirts Mining Passage Secret,BURROW,WEST,CanBurrow(),
southern_outskirts,Southern Outskirts Mining Passage Secret East Burrow,Southern Outskirts Mining Passage Secret,Southern Outskirts Mining Passage Exit,BURROW,EAST,CanBurrow(),
southern_outskirts,Southern Outskirts Four Flowers Sandfall East Transition,Southern Outskirts Four Flowers Sandfall,Sandfalls Mining Outlook,AREA_SCREENS,EAST,,
southern_outskirts,,Southern Outskirts Four Flowers Sandfall,Southern Outskirts Four Flowers Shortcut,INTERNAL,,CanBounce(),
southern_outskirts,,Southern Outskirts Four Flowers Shortcut,Southern Outskirts Four Flowers Sandfall,INTERNAL,,CanBounce(),
southern_outskirts,Southern Outskirts Four Flowers Shortcut East transtion,Southern Outskirts Four Flowers Shortcut,Southern Outskirts Commons Upper,DO_NOT_RANDOMIZE_ENTRANCE,OVERWORLD,,
western_wilds,Ossex Western Wall North Burrow,Ossex Western Wall,Ossex Bowery Begger Residence Back Corner,BURROW,NORTH,CanBurrow(),
western_wilds,,Ossex Western Wall,Western Wilds Overgrown Path,INTERNAL,,,
western_wilds,Ossex Western Wall South Burrow,Ossex Western Wall,Ossex South Western Wall,BURROW,SOUTH,CanBurrow(),
western_wilds,Western Wilds Overgrown Path South Transition,Western Wilds Overgrown Path,Southern Outskirts Commons Western Pit Room Main,AREA_SCREENS,SOUTH,,
western_wilds,Western Wilds Overgrown Path North Transition,Western Wilds Overgrown Path,Western Wilds Main,SCREENS,NORTH,,
western_wilds,Western Wilds Overgrown Path Secret Pool Geyser,Western Wilds Overgrown Path,Western Wilds Secret Passageway East,GEYSER_DOWN,OVERWORLD,CanBurrow(),
western_wilds,Western Wilds Secret Passage East Geyser Up,Western Wilds Secret Passageway East,Western Wilds Overgrown Path,GEYSER_UP,OVERWORLD,CanBurrow(),
western_wilds,,Western Wilds Secret Passageway East,Western Wilds Secret Passageway West,INTERNAL,,CanJumpTiles(distance=3),
western_wilds,,Western Wilds Secret Passageway West,Western Wilds Secret Passageway East,INTERNAL,,CanJumpTiles(distance=3),
western_wilds,Western Wilds Secret Passage West Geyser Up,Western Wilds Secret Passageway West,Western Wilds Western Pond,GEYSER_UP,OVERWORLD,CanBurrow(),
western_wilds,Western Wilds Main South Transition,Western Wilds Main,Western Wilds Overgrown Path,SCREENS,SOUTH,,
western_wilds,,Western Wilds Main,Western Wilds Foundry Path,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Main,Western Wilds Balcony Path,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Main,Western Wilds Lava,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Foundry Path,Western Wilds Main,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Foundry Path,Western Wilds Foundry Path Door,INTERNAL,,CanJumpTiles(distance=2),
western_wilds,Western Wilds Foundry Path North Door,Western Wilds Foundry Path Door,Western Wilds Molten Foundry Main,DOORS,NORTH,,
western_wilds,,Western Wilds Balcony Path,Western Wilds Main,INTERNAL,,CanBurrow(),
western_wilds,Western Wilds Balcony Path North Transition,Western Wilds Balcony Path,Western Wilds Balcony,SCREENS,NORTH,,
western_wilds,Western Wilds Ossex Bridge East Transition,Western Wilds Ossex Bridge,Ossex Bowery Upper,AREA_SCREENS,EAST,,
western_wilds,Western Wilds Ossex Bridge Door,Western Wilds Ossex Bridge,Western Wilds Molten Foundry Main,DOORS,NORTH,,
western_wilds,,Western Wilds Ossex Bridge,Western Wilds Occupied Bridge,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Ossex Bridge,Western Wilds Main,INTERNAL,,,
western_wilds,,Western Wilds Occupied Bridge,Western Wilds Ossex Bridge,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Occupied Bridge,Western Wilds Brutes,INTERNAL,,,
western_wilds,,Western Wilds Brutes,Western Wilds Lava,INTERNAL,,,
western_wilds,Western Wilds Brutes East Area Transition,Western Wilds Brutes,Kindlewood Overgrowth Entry Main,AREA_SCREENS,WEST,,
western_wilds,,Western Wilds Lava,Western Wilds Main,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Lava,Western Wilds End,INTERNAL,,CanBurrow(),
western_wilds,Western Wilds End South Transition,Western Wilds End,Western Wilds Western Pond,SCREENS,SOUTH,,
western_wilds,,Western Wilds End,Western Wilds Lava,INTERNAL,,CanBurrow(),
western_wilds,Western Wilds Molten Foundry Main South Transition West,Western Wilds Molten Foundry Main,Western Wilds Foundry Path,DOORS,SOUTH,,
western_wilds,Western Wilds Molten Foundry Main South Transition East,Western Wilds Molten Foundry Main,Western Wilds Ossex Bridge,DOORS,SOUTH,,
western_wilds,,Western Wilds Molten Foundry Main,Western Wilds Molten Foundry Secret,INTERNAL,,CanBurrow(),
western_wilds,Western Wilds Molten Foundry Secret North Transition,Western Wilds Molten Foundry Secret,Western Wilds Molten Foundry Dark,SCREENS,NORTH,,
western_wilds,,Western Wilds Molten Foundry Secret,Western Wilds Molten Foundry Main,INTERNAL,,CanBurrow(),
western_wilds,Western Wilds Molten Foundry Dark South Transition,Western Wilds Molten Foundry Dark,Western Wilds Molten Foundry Secret,SCREENS,SOUTH,,
western_wilds,Western Wilds Molten Foundry Dark Stairs,Western Wilds Molten Foundry Dark,Western Wilds Molten Dungeon Entrance,STAIRS,NORTH,,
western_wilds,,Western Wilds Molten Foundry Dark,Western Wilds Molten Foundry Dark Poppit,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Molten Foundry Dark Poppit,Western Wilds Molten Foundry Dark,INTERNAL,,,
western_wilds,Western Wilds Molten Dungeon Entrance Stairs,Western Wilds Molten Dungeon Entrance,Western Wilds Molten Foundry Dark,STAIRS,NORTH,,
western_wilds,Western Wilds Molten Dungeon Entrance South Transition,Western Wilds Molten Dungeon Entrance,Western Wilds Molten Dungeon Fences,SCREENS,SOUTH,,
western_wilds,Western Wilds Molten Dungeon Fences North Transition,Western Wilds Molten Dungeon Fences,Western Wilds Molten Dungeon Entrance,SCREENS,NORTH,,
western_wilds,,Western Wilds Molten Dungeon Fences,Western Wilds Molten Dungeon Middle,INTERNAL,,CanBurrow(),
western_wilds,,Western Wilds Molten Dungeon Middle,Western Wilds Molten Dungeon Fences,INTERNAL,,CanBurrow(),
western_wilds,Western Wilds Molten Dungeon Middle North Transition,Western Wilds Molten Dungeon Middle,Western Wilds Molten Dungeon Moving,SCREENS,NORTH,,
western_wilds,Western Wilds Molten Dungeon Moving South Transition,Western Wilds Molten Dungeon Moving,Western Wilds Molten Dungeon Middle,SCREENS,SOUTH,,
western_wilds,Western Wilds Molten Dungeon Moving East Transition,Western Wilds Molten Dungeon Moving,Western Wilds Molten Dungeon End,SCREENS,EAST,,
western_wilds,Western Wilds Molten Dungeon End West Transition,Western Wilds Molten Dungeon End,Western Wilds Molten Dungeon Moving,SCREENS,WEST,,
western_wilds,,Western Wilds Molten Dungeon End,Western Wilds Molten Dungeon Entrance,INTERNAL,,,
western_wilds,,Western Wilds Western Pond,Western Wilds End,INTERNAL,,,
western_wilds,Western Wilds Western Pond Secret Pool Geyser,Western Wilds Western Pond,Western Wilds Secret Passageway West,GEYSER_DOWN,OVERWORLD,CanBurrow(),
western_wilds,Western Wilds Western Pond South Area Transition,Western Wilds Western Pond,Backwaters Upper Swamp Entrance,AREA_SCREENS,SOUTH,,
western_wilds,Western Wilds Balcony South Transition,Western Wilds Balcony,Western Wilds Balcony Path,SCREENS,SOUTH,,
eastern_hearth,Ossex Eastern Wall South Transition,Ossex Eastern Wall,Ossex South Eastern Wall,SCREENS,SOUTH,,
eastern_hearth,Eastern Hearth Grassland North Transition,Eastern Hearth Grassland,Eastern Hearth Choppe Shoppe Entry,SCREENS,NORTH,,
eastern_hearth,Eastern Hearth Grassland East Transition,Eastern Hearth Grassland,Eastern Hearth Grassland Bridge Left,SCREENS,EAST,,
eastern_hearth,Eastern Hearth Grassland West Area Transition,Eastern Hearth Grassland,Ossex High Street Main,AREA_SCREENS,WEST,,
eastern_hearth,Eastern Hearth Grassland South Transition,Eastern Hearth Grassland,Eastern Hearth I Screen,SCREENS,SOUTH,,
eastern_hearth,Eastern Hearth Grassland Bridge Left North Transition,Eastern Hearth Grassland Bridge Left,Eastern Hearth Grassland Waterfall Bottom,SCREENS,NORTH,,
eastern_hearth,Eastern Hearth Grassland Bridge Left West Transition,Eastern Hearth Grassland Bridge Left,Eastern Hearth Grassland,SCREENS,WEST,,
eastern_hearth,Eastern Hearth Grassland Bridge Left South Transition,Eastern Hearth Grassland Bridge Left,Eastern Hearth Grassland Riverbed Top,SCREENS,SOUTH,,
eastern_hearth,Eastern Hearth Grassland Bridge Right East Transition,Eastern Hearth Grassland Bridge Right,Eastern Hearth East Corner,SCREENS,EAST,,
eastern_hearth,,Eastern Hearth Grassland Bridge Right,Eastern Hearth Grassland Bridge Left,INTERNAL,,,
eastern_hearth,Eastern Hearth Grassland Bridge River North Swim,Eastern Hearth Grassland Bridge River,Eastern Hearth Under the Bridge,BURROW,NORTH,CanSwim(),
eastern_hearth,Eastern Hearth Grassland Bridge River South Swim,Eastern Hearth Grassland Bridge River,Eastern Hearth Grassland Riverbed Bottom,BURROW,SOUTH,CanSwim() & CanJumpTiles(distance=6),
eastern_hearth,Eastern Hearth Grassland Waterfall Second Level Dive South,Eastern Hearth Grassland Waterfall Second Level,Eastern Hearth Under the Bridge,SCREENS,SOUTH,CanSwim(),
eastern_hearth,Eastern Hearth I Screen North Transition,Eastern Hearth I Screen,Eastern Hearth Grassland,SCREENS,NORTH,,
eastern_hearth,Eastern Hearth I Screen East Transition North,Eastern Hearth I Screen,Eastern Hearth Grassland Riverbed Top,SCREENS,EAST,,
eastern_hearth,Eastern Hearth I Screen East Transition South,Eastern Hearth I Screen,Eastern Hearth Grassland Pit,SCREENS,EAST,,
eastern_hearth,Eastern Hearth I Screen South Transition,Eastern Hearth I Screen,Eastern Hearth Bush Room,SCREENS,SOUTH,,
eastern_hearth,Eastern Hearth Grassland Waterfall Bottom West Transition,Eastern Hearth Grassland Waterfall Bottom,Eastern Hearth Choppe Shoppe Entry,SCREENS,WEST,,
eastern_hearth,Eastern Hearth Grassland Waterfall Bottom South Transition,Eastern Hearth Grassland Waterfall Bottom,Eastern Hearth Grassland Bridge Left,SCREENS,SOUTH,,
eastern_hearth,,Eastern Hearth Grassland Waterfall Bottom,Eastern Hearth Grassland Waterfall Mountain,INTERNAL,,CanSwim(),
eastern_hearth,Eastern Hearth Grassland Waterfall First Level Door,Eastern Hearth Grassland Waterfall First Level,Eastern Hearth Grotto Left,DOORS,NORTH,,
eastern_hearth,Eastern Hearth Grassland Waterfall First Level West Transition,Eastern Hearth Grassland Waterfall First Level,Eastern Hearth Choppe Shoppe Entry Cliff,SCREENS,WEST,,
eastern_hearth,Eastern Hearth Grassland Waterfall Second Level East Transition,Eastern Hearth Grassland Waterfall Second Level,Eastern Hearth Buckler's Bluff Bucklers,SCREENS,EAST,CanJumpTiles(distance=2),
eastern_hearth,Eastern Hearth Grassland Waterfall Second Level Door,Eastern Hearth Grassland Waterfall Second Level,Eastern Hearth Grotto Right,DOORS,NORTH,,
eastern_hearth,Eastern Hearth Grassland Waterfall Second Level Rope,Eastern Hearth Grassland Waterfall Second Level,Eastern Hearth Grassland Bridge Right,DO_NOT_RANDOMIZE_ENTRANCE,SOUTH,CanClimb(),
eastern_hearth,Eastern Hearth Grassland Waterfall Mountain North Transition,Eastern Hearth Grassland Waterfall Mountain,Eastern Hearth Frozen Pass,SCREENS,NORTH,,
eastern_hearth,,Eastern Hearth Grassland Waterfall Mountain,Eastern Hearth Grassland Waterfall Second Level,INTERNAL,SOUTH,,
eastern_hearth,Eastern Hearth Bush Room North Transition,Eastern Hearth Bush Room,Eastern Hearth I Screen,SCREENS,NORTH,,
eastern_hearth,Eastern Hearth Bush Room South Area Transition,Eastern Hearth Bush Room,Southern Outskirts Moonbath,AREA_SCREENS,SOUTH,,
eastern_hearth,Eastern Hearth Grassland Riverbed Top West Transition,Eastern Hearth Grassland Riverbed Top,Eastern Hearth I Screen,SCREENS,WEST,,
eastern_hearth,Eastern Hearth Grassland Riverbed Top North Transition,Eastern Hearth Grassland Riverbed Top,Eastern Hearth Grassland Bridge Left,SCREENS,NORTH,,
eastern_hearth,Eastern Hearth Grassland Riverbed Dive North Transition Swim,Eastern Hearth Grassland Riverbed Dive,Eastern Hearth Grassland Bridge River,BURROW,NORTH,CanSwim(),
